hotel,lead_time,children,country,category
Resort Hotel,159,0.0,NOR,long
City Hotel,101,0.0,DEU,long
City Hotel,138,2.0,SWE,long
City Hotel,34,0.0,PRT,short
Resort Hotel,14,0.0,ESP,short
City Hotel,213,0.0,PRT,long
Resort Hotel,35,0.0,PRT,short
Resort Hotel,21,0.0,PRT,short
Resort Hotel,140,0.0,PRT,long
Resort Hotel,84,1.0,IRL,long
City Hotel,63,0.0,PRT,long
City Hotel,33,0.0,DEU,short
City Hotel,9,0.0,USA,short
City Hotel,119,0.0,BEL,long
Resort Hotel,12,0.0,FRA,short
City Hotel,193,0.0,PRT,long
City Hotel,130,0.0,BRA,long
City Hotel,247,0.0,PRT,long
Resort Hotel,0,0.0,GBR,short
Resort Hotel,12,0.0,ESP,short
City Hotel,37,0.0,PRT,short
City Hotel,6,0.0,BGD,short
Resort Hotel,104,0.0,CN,long
City Hotel,140,0.0,PRT,long
Resort Hotel,39,0.0,USA,short
City Hotel,211,0.0,PRT,long
City Hotel,386,0.0,DEU,long
Resort Hotel,225,0.0,DEU,long
Resort Hotel,0,0.0,PRT,short
City Hotel,63,0.0,SWE,long
City Hotel,39,0.0,PRT,short
City Hotel,6,0.0,AGO,short
City Hotel,124,0.0,DEU,long
City Hotel,3,0.0,BEL,short
City Hotel,89,0.0,ITA,long
City Hotel,98,0.0,IND,long
City Hotel,15,0.0,PRT,short
City Hotel,130,0.0,GBR,long
City Hotel,135,0.0,PRT,long
City Hotel,0,0.0,PRT,short
Resort Hotel,9,0.0,PRT,short
Resort Hotel,154,0.0,IRL,long
Resort Hotel,147,0.0,PRT,long
City Hotel,3,0.0,PRT,short
City Hotel,18,0.0,PRT,short
City Hotel,71,0.0,PRT,long
City Hotel,92,0.0,PRT,long
City Hotel,365,0.0,PRT,long
City Hotel,156,2.0,ESP,long
Resort Hotel,21,0.0,FRA,short
City Hotel,48,0.0,ESP,short
City Hotel,9,0.0,GBR,short
Resort Hotel,85,0.0,PRT,long
City Hotel,38,0.0,PRT,short
Resort Hotel,9,0.0,DEU,short
Resort Hotel,236,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
City Hotel,38,0.0,NLD,short
Resort Hotel,66,0.0,FRA,long
Resort Hotel,26,0.0,PRT,short
City Hotel,16,0.0,ESP,short
City Hotel,208,0.0,CAF,long
Resort Hotel,65,2.0,GBR,long
Resort Hotel,7,0.0,PRT,short
Resort Hotel,3,0.0,ESP,short
Resort Hotel,155,0.0,PRT,long
City Hotel,150,0.0,PRT,long
City Hotel,35,0.0,GBR,short
Resort Hotel,41,2.0,GBR,short
City Hotel,2,0.0,CHN,short
Resort Hotel,58,0.0,PRT,long
City Hotel,186,0.0,ITA,long
City Hotel,2,0.0,FRA,short
Resort Hotel,7,0.0,PRT,short
City Hotel,23,0.0,CHE,short
City Hotel,322,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
City Hotel,1,0.0,PRT,short
City Hotel,6,0.0,FRA,short
City Hotel,182,0.0,DEU,long
Resort Hotel,54,0.0,GBR,long
Resort Hotel,74,0.0,GBR,long
City Hotel,64,0.0,DEU,long
City Hotel,48,0.0,GBR,short
City Hotel,314,0.0,PRT,long
City Hotel,11,0.0,FRA,short
City Hotel,0,0.0,PRT,short
City Hotel,71,0.0,CN,long
City Hotel,23,0.0,PRT,short
City Hotel,55,0.0,PRT,long
Resort Hotel,142,1.0,GBR,long
City Hotel,82,0.0,PRT,long
City Hotel,6,0.0,PRT,short
City Hotel,203,0.0,GBR,long
City Hotel,32,0.0,FRA,short
Resort Hotel,336,0.0,GBR,long
City Hotel,0,0.0,PRT,short
Resort Hotel,164,0.0,CHE,long
City Hotel,119,0.0,PRT,long
City Hotel,15,0.0,ESP,short
City Hotel,10,0.0,USA,short
Resort Hotel,3,0.0,PRT,short
City Hotel,59,0.0,PRT,long
City Hotel,152,0.0,PRT,long
City Hotel,38,1.0,USA,short
City Hotel,8,0.0,FRA,short
Resort Hotel,253,0.0,ITA,long
Resort Hotel,115,0.0,FIN,long
City Hotel,7,0.0,PRT,short
City Hotel,129,0.0,PRT,long
City Hotel,183,0.0,DEU,long
City Hotel,276,0.0,PRT,long
Resort Hotel,202,0.0,CHE,long
Resort Hotel,49,0.0,GBR,short
Resort Hotel,46,0.0,NOR,short
City Hotel,143,0.0,PRT,long
City Hotel,32,0.0,PRT,short
Resort Hotel,32,0.0,PRT,short
City Hotel,42,1.0,PRT,short
City Hotel,4,0.0,PRT,short
City Hotel,0,0.0,ROU,short
Resort Hotel,77,0.0,PRT,long
City Hotel,292,0.0,DEU,long
City Hotel,192,0.0,PRT,long
City Hotel,230,0.0,PRT,long
City Hotel,1,0.0,FRA,short
City Hotel,264,0.0,PRT,long
City Hotel,9,0.0,ESP,short
City Hotel,134,0.0,PRT,long
City Hotel,87,0.0,BRA,long
City Hotel,0,0.0,AGO,short
Resort Hotel,0,0.0,DEU,short
Resort Hotel,197,0.0,DEU,long
Resort Hotel,145,0.0,PRT,long
City Hotel,128,0.0,PRT,long
City Hotel,1,0.0,AUT,short
City Hotel,20,0.0,PRT,short
City Hotel,128,0.0,FRA,long
City Hotel,24,0.0,PRT,short
City Hotel,229,0.0,PRT,long
City Hotel,64,0.0,MAR,long
City Hotel,237,0.0,AUS,long
Resort Hotel,182,0.0,PRT,long
City Hotel,274,0.0,PRT,long
City Hotel,32,0.0,PRT,short
City Hotel,33,0.0,BRA,short
City Hotel,30,0.0,PRT,short
City Hotel,66,0.0,PRT,long
Resort Hotel,327,0.0,IRL,long
Resort Hotel,94,0.0,CN,long
City Hotel,156,0.0,ROU,long
Resort Hotel,0,0.0,ESP,short
City Hotel,80,0.0,PRT,long
Resort Hotel,22,0.0,PRT,short
Resort Hotel,215,0.0,GBR,long
Resort Hotel,146,0.0,PRT,long
City Hotel,1,0.0,QAT,short
Resort Hotel,206,0.0,ITA,long
City Hotel,53,0.0,CN,long
City Hotel,122,0.0,DEU,long
Resort Hotel,211,0.0,PRT,long
City Hotel,56,0.0,ESP,long
City Hotel,1,0.0,FRA,short
City Hotel,86,0.0,AUS,long
City Hotel,69,0.0,CHE,long
City Hotel,0,0.0,ESP,short
Resort Hotel,9,0.0,PRT,short
City Hotel,6,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
Resort Hotel,187,0.0,DEU,long
City Hotel,113,0.0,GBR,long
City Hotel,58,0.0,FRA,long
City Hotel,356,0.0,ROU,long
City Hotel,233,0.0,PRT,long
Resort Hotel,150,0.0,DEU,long
City Hotel,315,0.0,NLD,long
City Hotel,43,0.0,PRT,short
City Hotel,240,0.0,ITA,long
Resort Hotel,123,0.0,ESP,long
Resort Hotel,109,0.0,ESP,long
City Hotel,38,0.0,DEU,short
Resort Hotel,8,0.0,PRT,short
City Hotel,103,0.0,FRA,long
City Hotel,245,0.0,IRL,long
Resort Hotel,147,1.0,AGO,long
Resort Hotel,202,0.0,BRA,long
Resort Hotel,1,0.0,PRT,short
City Hotel,0,0.0,DEU,short
City Hotel,30,0.0,NLD,short
City Hotel,150,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
City Hotel,77,0.0,ARG,long
City Hotel,66,0.0,DEU,long
City Hotel,0,0.0,PRT,short
Resort Hotel,40,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
City Hotel,23,0.0,ESP,short
Resort Hotel,161,0.0,DEU,long
Resort Hotel,63,0.0,GBR,long
City Hotel,1,0.0,PRT,short
City Hotel,17,0.0,GBR,short
City Hotel,108,0.0,PRT,long
Resort Hotel,40,0.0,PRT,short
City Hotel,42,0.0,DEU,short
City Hotel,22,0.0,MEX,short
City Hotel,134,0.0,NLD,long
City Hotel,104,0.0,FRA,long
City Hotel,20,2.0,CHN,short
City Hotel,6,0.0,DEU,short
City Hotel,355,0.0,PRT,long
City Hotel,13,0.0,GBR,short
City Hotel,2,0.0,CN,short
City Hotel,7,0.0,GBR,short
City Hotel,2,1.0,ESP,short
Resort Hotel,83,0.0,GBR,long
City Hotel,62,0.0,AUT,long
Resort Hotel,112,0.0,CHN,long
City Hotel,0,0.0,CHN,short
City Hotel,164,0.0,PRT,long
City Hotel,60,0.0,FRA,long
Resort Hotel,4,0.0,PRT,short
City Hotel,96,0.0,PRT,long
City Hotel,0,0.0,PRT,short
City Hotel,28,0.0,PRT,short
City Hotel,57,0.0,ISR,long
City Hotel,14,0.0,RUS,short
City Hotel,32,0.0,IRL,short
City Hotel,1,0.0,FRA,short
City Hotel,155,0.0,ESP,long
Resort Hotel,40,0.0,FRA,short
Resort Hotel,62,1.0,PRT,long
Resort Hotel,38,0.0,IRL,short
City Hotel,377,0.0,DEU,long
Resort Hotel,0,0.0,PRT,short
City Hotel,278,0.0,PRT,long
City Hotel,21,0.0,ESP,short
Resort Hotel,33,0.0,ESP,short
Resort Hotel,23,0.0,DEU,short
City Hotel,28,0.0,PRT,short
City Hotel,254,0.0,ITA,long
Resort Hotel,106,0.0,PRT,long
City Hotel,1,0.0,PRT,short
Resort Hotel,73,0.0,FIN,long
City Hotel,160,1.0,FRA,long
City Hotel,1,0.0,PRT,short
Resort Hotel,226,0.0,IRL,long
Resort Hotel,131,0.0,PRT,long
City Hotel,5,0.0,ARG,short
City Hotel,14,0.0,DEU,short
City Hotel,5,0.0,ESP,short
City Hotel,41,0.0,PRT,short
City Hotel,172,1.0,BEL,long
Resort Hotel,2,0.0,,short
Resort Hotel,1,0.0,PRT,short
City Hotel,0,0.0,PRT,short
Resort Hotel,6,0.0,PRT,short
Resort Hotel,213,0.0,DEU,long
City Hotel,64,0.0,RUS,long
City Hotel,95,0.0,PRT,long
Resort Hotel,26,0.0,PRT,short
City Hotel,7,0.0,BEL,short
City Hotel,81,0.0,PRT,long
City Hotel,65,0.0,PRT,long
City Hotel,134,0.0,PRT,long
Resort Hotel,38,2.0,ARG,short
Resort Hotel,0,0.0,PRT,short
City Hotel,335,0.0,PRT,long
Resort Hotel,35,0.0,PRT,short
City Hotel,50,0.0,ESP,short
Resort Hotel,110,0.0,PRT,long
City Hotel,152,0.0,PRT,long
City Hotel,46,0.0,DEU,short
City Hotel,73,0.0,CHN,long
City Hotel,152,0.0,PRT,long
City Hotel,14,0.0,BEL,short
City Hotel,49,0.0,CHN,short
City Hotel,14,1.0,GBR,short
Resort Hotel,8,0.0,PRT,short
City Hotel,292,0.0,PRT,long
City Hotel,286,0.0,PRT,long
City Hotel,37,0.0,PRT,short
City Hotel,54,0.0,FRA,long
City Hotel,99,0.0,PRT,long
Resort Hotel,348,0.0,GBR,long
City Hotel,19,0.0,ESP,short
Resort Hotel,7,1.0,RUS,short
City Hotel,34,0.0,ITA,short
City Hotel,115,0.0,FRA,long
City Hotel,108,0.0,FRA,long
City Hotel,151,0.0,DEU,long
Resort Hotel,0,0.0,PRT,short
City Hotel,110,0.0,NZL,long
Resort Hotel,124,0.0,DEU,long
City Hotel,278,0.0,DEU,long
City Hotel,74,0.0,PRT,long
City Hotel,286,0.0,PRT,long
Resort Hotel,7,0.0,KAZ,short
City Hotel,232,0.0,DEU,long
City Hotel,7,0.0,FRA,short
Resort Hotel,64,0.0,PRT,long
Resort Hotel,3,0.0,CHN,short
City Hotel,55,0.0,HUN,long
Resort Hotel,46,0.0,GBR,short
City Hotel,44,0.0,DEU,short
Resort Hotel,364,0.0,GBR,long
Resort Hotel,214,0.0,PRT,long
City Hotel,148,0.0,PRT,long
City Hotel,89,0.0,BEL,long
City Hotel,25,0.0,FRA,short
City Hotel,0,0.0,PRT,short
City Hotel,76,0.0,FRA,long
City Hotel,161,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
City Hotel,121,0.0,NOR,long
City Hotel,203,0.0,PRT,long
City Hotel,105,0.0,GBR,long
City Hotel,47,0.0,ESP,short
City Hotel,37,0.0,ESP,short
City Hotel,100,0.0,PRT,long
City Hotel,124,0.0,MAR,long
City Hotel,57,0.0,CHE,long
Resort Hotel,200,0.0,ITA,long
City Hotel,16,0.0,FRA,short
City Hotel,50,0.0,ESP,short
City Hotel,274,0.0,PRT,long
Resort Hotel,5,0.0,ESP,short
City Hotel,396,0.0,PRT,long
City Hotel,213,0.0,GBR,long
City Hotel,142,0.0,FRA,long
City Hotel,36,0.0,CHN,short
Resort Hotel,18,0.0,ISR,short
City Hotel,83,0.0,DEU,long
City Hotel,1,0.0,PRT,short
Resort Hotel,184,0.0,IRL,long
City Hotel,77,0.0,PRT,long
City Hotel,153,0.0,PRT,long
Resort Hotel,8,0.0,PRT,short
City Hotel,31,0.0,USA,short
Resort Hotel,197,0.0,IRL,long
City Hotel,3,0.0,ITA,short
Resort Hotel,0,1.0,ESP,short
City Hotel,440,0.0,PRT,long
City Hotel,144,0.0,USA,long
Resort Hotel,317,0.0,PRT,long
City Hotel,116,1.0,ESP,long
City Hotel,12,0.0,DEU,short
City Hotel,14,0.0,BGR,short
City Hotel,7,0.0,ITA,short
Resort Hotel,8,0.0,ESP,short
City Hotel,112,0.0,PRT,long
City Hotel,113,0.0,PRT,long
Resort Hotel,4,0.0,PRT,short
City Hotel,11,0.0,USA,short
Resort Hotel,265,0.0,BEL,long
Resort Hotel,156,0.0,IRL,long
City Hotel,28,0.0,PRT,short
City Hotel,23,0.0,PRT,short
City Hotel,180,0.0,NLD,long
City Hotel,320,0.0,DEU,long
City Hotel,41,0.0,FRA,short
City Hotel,124,0.0,DEU,long
Resort Hotel,3,0.0,PRT,short
City Hotel,150,0.0,PRT,long
City Hotel,272,0.0,GBR,long
Resort Hotel,38,1.0,ESP,short
City Hotel,9,0.0,PRT,short
Resort Hotel,37,0.0,ESP,short
Resort Hotel,9,1.0,RUS,short
City Hotel,42,0.0,BEL,short
Resort Hotel,6,0.0,PRT,short
City Hotel,315,0.0,DEU,long
Resort Hotel,53,1.0,PRT,long
City Hotel,0,0.0,PRT,short
Resort Hotel,50,0.0,GBR,short
Resort Hotel,251,0.0,CN,long
City Hotel,167,0.0,NLD,long
City Hotel,337,0.0,PRT,long
City Hotel,169,0.0,PRT,long
City Hotel,117,0.0,PRT,long
City Hotel,199,0.0,FRA,long
City Hotel,247,0.0,PRT,long
Resort Hotel,147,0.0,PRT,long
City Hotel,46,0.0,PRT,short
City Hotel,98,0.0,ESP,long
Resort Hotel,11,0.0,NOR,short
Resort Hotel,126,0.0,,long
City Hotel,118,0.0,ESP,long
City Hotel,192,0.0,SRB,long
City Hotel,164,0.0,FRA,long
City Hotel,23,0.0,BRA,short
City Hotel,10,0.0,ESP,short
Resort Hotel,11,0.0,ESP,short
Resort Hotel,48,0.0,PRT,short
City Hotel,162,1.0,FRA,long
Resort Hotel,0,0.0,PRT,short
City Hotel,172,0.0,QAT,long
City Hotel,141,0.0,PRT,long
Resort Hotel,0,1.0,PRT,short
Resort Hotel,9,0.0,ESP,short
Resort Hotel,371,0.0,PRT,long
Resort Hotel,50,1.0,PRT,short
City Hotel,60,0.0,ARG,long
City Hotel,327,0.0,PRT,long
Resort Hotel,2,0.0,ESP,short
City Hotel,286,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,260,0.0,PRT,long
City Hotel,39,1.0,ESP,short
City Hotel,80,0.0,ESP,long
City Hotel,56,0.0,PRT,long
Resort Hotel,322,0.0,IRL,long
City Hotel,104,0.0,PRT,long
City Hotel,5,0.0,PRT,short
Resort Hotel,13,0.0,PRT,short
City Hotel,518,0.0,GBR,long
City Hotel,90,0.0,FRA,long
City Hotel,5,0.0,ESP,short
Resort Hotel,225,0.0,GBR,long
City Hotel,208,0.0,CN,long
City Hotel,37,0.0,DNK,short
City Hotel,341,0.0,PRT,long
City Hotel,32,0.0,PRT,short
City Hotel,45,0.0,PRT,short
City Hotel,308,0.0,PRT,long
City Hotel,11,0.0,BRA,short
Resort Hotel,1,0.0,PRT,short
City Hotel,106,0.0,PRT,long
Resort Hotel,6,0.0,PRT,short
Resort Hotel,32,0.0,PRT,short
City Hotel,84,0.0,PRT,long
City Hotel,230,0.0,PHL,long
City Hotel,238,0.0,GBR,long
City Hotel,94,0.0,PRT,long
Resort Hotel,223,0.0,ESP,long
City Hotel,181,0.0,PRT,long
City Hotel,265,0.0,PRT,long
City Hotel,164,0.0,PRT,long
City Hotel,48,0.0,ESP,short
City Hotel,89,0.0,FRA,long
City Hotel,316,0.0,PRT,long
City Hotel,44,0.0,ESP,short
City Hotel,0,0.0,DEU,short
City Hotel,336,0.0,PRT,long
Resort Hotel,3,0.0,PRT,short
City Hotel,38,0.0,PRT,short
Resort Hotel,169,2.0,PRT,long
City Hotel,54,0.0,FRA,long
City Hotel,277,0.0,PRT,long
City Hotel,147,0.0,BEL,long
City Hotel,36,0.0,LUX,short
Resort Hotel,114,0.0,GBR,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,71,0.0,PRT,long
City Hotel,11,1.0,USA,short
City Hotel,94,0.0,CHE,long
City Hotel,106,0.0,ITA,long
Resort Hotel,34,2.0,PRT,short
City Hotel,299,0.0,PRT,long
City Hotel,198,0.0,PRT,long
City Hotel,271,0.0,PRT,long
City Hotel,3,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
Resort Hotel,182,0.0,PRT,long
Resort Hotel,44,0.0,DEU,short
City Hotel,158,0.0,PRT,long
City Hotel,277,0.0,PRT,long
City Hotel,40,0.0,COL,short
City Hotel,133,0.0,ISL,long
City Hotel,45,0.0,PRT,short
City Hotel,176,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
City Hotel,60,0.0,NLD,long
Resort Hotel,98,0.0,PRT,long
Resort Hotel,323,0.0,NLD,long
City Hotel,109,0.0,AUS,long
City Hotel,121,0.0,ESP,long
City Hotel,67,0.0,GBR,long
Resort Hotel,4,0.0,IRL,short
City Hotel,190,0.0,PRT,long
City Hotel,77,0.0,DEU,long
City Hotel,96,0.0,PRT,long
City Hotel,67,0.0,BEL,long
City Hotel,164,0.0,PRT,long
Resort Hotel,251,0.0,CN,long
City Hotel,3,0.0,PRT,short
City Hotel,19,0.0,PRT,short
City Hotel,0,0.0,USA,short
Resort Hotel,34,0.0,PRT,short
Resort Hotel,0,0.0,TUR,short
City Hotel,447,0.0,PRT,long
Resort Hotel,328,0.0,IRL,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,287,0.0,PRT,long
City Hotel,275,0.0,PRT,long
City Hotel,405,0.0,PRT,long
City Hotel,67,0.0,ITA,long
City Hotel,2,0.0,CHE,short
Resort Hotel,86,0.0,PRT,long
Resort Hotel,18,0.0,GBR,short
City Hotel,124,0.0,MEX,long
City Hotel,77,0.0,BEL,long
City Hotel,434,0.0,GBR,long
Resort Hotel,83,0.0,ESP,long
City Hotel,0,0.0,PRT,short
City Hotel,277,0.0,PRT,long
Resort Hotel,59,2.0,NLD,long
Resort Hotel,25,0.0,GBR,short
City Hotel,159,1.0,AUT,long
City Hotel,156,0.0,PRT,long
City Hotel,32,0.0,GBR,short
Resort Hotel,5,0.0,GBR,short
Resort Hotel,137,0.0,PRT,long
City Hotel,59,1.0,DEU,long
City Hotel,30,0.0,FRA,short
City Hotel,2,0.0,PRT,short
City Hotel,291,0.0,PRT,long
Resort Hotel,13,0.0,USA,short
Resort Hotel,13,0.0,ESP,short
City Hotel,36,0.0,GBR,short
Resort Hotel,0,0.0,,short
City Hotel,185,0.0,DEU,long
City Hotel,464,0.0,PRT,long
City Hotel,1,0.0,SVK,short
City Hotel,80,0.0,DEU,long
City Hotel,112,0.0,ESP,long
City Hotel,594,0.0,PRT,long
City Hotel,4,0.0,PRT,short
Resort Hotel,16,0.0,PRT,short
City Hotel,448,0.0,PRT,long
Resort Hotel,268,1.0,PRT,long
City Hotel,6,0.0,ESP,short
City Hotel,213,0.0,PRT,long
City Hotel,304,0.0,PRT,long
Resort Hotel,6,0.0,PRT,short
City Hotel,408,0.0,PRT,long
City Hotel,418,0.0,DEU,long
City Hotel,178,0.0,PRT,long
Resort Hotel,317,2.0,PRT,long
City Hotel,301,0.0,PRT,long
City Hotel,16,0.0,PRT,short
City Hotel,5,0.0,PRT,short
Resort Hotel,201,0.0,PRT,long
Resort Hotel,305,0.0,IRL,long
Resort Hotel,38,0.0,PRT,short
City Hotel,222,0.0,ESP,long
City Hotel,85,0.0,ITA,long
City Hotel,75,0.0,ISR,long
City Hotel,9,0.0,ESP,short
City Hotel,510,0.0,PRT,long
City Hotel,278,0.0,PRT,long
Resort Hotel,24,2.0,FRA,short
City Hotel,140,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,27,0.0,PRT,short
City Hotel,10,0.0,BEL,short
City Hotel,6,0.0,NLD,short
City Hotel,68,0.0,PRT,long
Resort Hotel,172,0.0,GBR,long
Resort Hotel,158,0.0,PRT,long
City Hotel,19,0.0,CN,short
City Hotel,73,0.0,DEU,long
City Hotel,112,0.0,ITA,long
City Hotel,99,0.0,ARG,long
City Hotel,103,0.0,FRA,long
City Hotel,10,0.0,PRT,short
City Hotel,31,1.0,CHN,short
Resort Hotel,0,0.0,PRT,short
City Hotel,24,0.0,PRT,short
City Hotel,14,2.0,FRA,short
Resort Hotel,171,0.0,DEU,long
Resort Hotel,39,0.0,PRT,short
City Hotel,15,0.0,PRT,short
City Hotel,216,0.0,PRT,long
City Hotel,6,0.0,ESP,short
City Hotel,51,0.0,FRA,long
City Hotel,7,0.0,FRA,short
Resort Hotel,131,0.0,PRT,long
City Hotel,217,0.0,ITA,long
City Hotel,45,0.0,KOR,short
Resort Hotel,5,0.0,PRT,short
City Hotel,5,0.0,PRT,short
City Hotel,123,0.0,GBR,long
Resort Hotel,0,0.0,PRT,short
City Hotel,29,0.0,GBR,short
City Hotel,117,0.0,PRT,long
City Hotel,72,0.0,PRT,long
City Hotel,344,0.0,PRT,long
Resort Hotel,6,0.0,GBR,short
City Hotel,23,0.0,BRA,short
City Hotel,56,0.0,GBR,long
Resort Hotel,225,0.0,GBR,long
City Hotel,272,0.0,PRT,long
City Hotel,41,0.0,CHE,short
City Hotel,433,0.0,PRT,long
City Hotel,161,0.0,PRT,long
City Hotel,102,0.0,ESP,long
Resort Hotel,0,0.0,PRT,short
City Hotel,72,0.0,ISR,long
City Hotel,92,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
City Hotel,58,0.0,FRA,long
City Hotel,277,0.0,BEL,long
Resort Hotel,0,0.0,CN,short
City Hotel,140,0.0,FRA,long
Resort Hotel,36,0.0,DEU,short
City Hotel,142,0.0,DNK,long
City Hotel,1,0.0,PRT,short
City Hotel,199,0.0,DEU,long
Resort Hotel,45,0.0,PRT,short
City Hotel,88,0.0,ITA,long
City Hotel,69,0.0,FIN,long
Resort Hotel,32,1.0,USA,short
City Hotel,0,0.0,DEU,short
City Hotel,52,0.0,CHN,long
City Hotel,20,0.0,FRA,short
City Hotel,0,0.0,TWN,short
Resort Hotel,181,0.0,PRT,long
City Hotel,36,1.0,DEU,short
Resort Hotel,80,0.0,FRA,long
City Hotel,395,0.0,AUS,long
City Hotel,128,0.0,DEU,long
City Hotel,148,0.0,PRT,long
City Hotel,214,0.0,FRA,long
City Hotel,218,0.0,GBR,long
Resort Hotel,48,0.0,CN,short
Resort Hotel,52,0.0,IRL,long
City Hotel,86,1.0,DEU,long
City Hotel,87,0.0,PRT,long
City Hotel,144,0.0,ITA,long
Resort Hotel,11,0.0,ESP,short
City Hotel,4,0.0,PRT,short
Resort Hotel,198,1.0,PRT,long
City Hotel,273,0.0,PRT,long
Resort Hotel,0,0.0,BEL,short
City Hotel,0,2.0,FRA,short
City Hotel,3,0.0,USA,short
City Hotel,72,0.0,DEU,long
Resort Hotel,54,2.0,USA,long
City Hotel,0,0.0,RUS,short
City Hotel,137,0.0,PRT,long
City Hotel,5,0.0,PRT,short
City Hotel,10,0.0,DEU,short
City Hotel,1,0.0,DEU,short
City Hotel,161,0.0,PRT,long
Resort Hotel,228,0.0,IRL,long
City Hotel,11,0.0,DEU,short
City Hotel,279,0.0,PRT,long
City Hotel,146,0.0,USA,long
Resort Hotel,9,0.0,ESP,short
Resort Hotel,51,0.0,PRT,long
City Hotel,12,0.0,DEU,short
City Hotel,489,0.0,PRT,long
City Hotel,395,0.0,GBR,long
Resort Hotel,55,0.0,PRT,long
Resort Hotel,44,0.0,PRT,short
City Hotel,9,0.0,GBR,short
City Hotel,296,0.0,PRT,long
City Hotel,10,1.0,CHN,short
City Hotel,146,0.0,AUT,long
City Hotel,84,0.0,NOR,long
Resort Hotel,0,0.0,PRT,short
City Hotel,177,0.0,PRT,long
Resort Hotel,56,0.0,CHE,long
City Hotel,327,0.0,PRT,long
City Hotel,220,2.0,BEL,long
Resort Hotel,67,0.0,GBR,long
City Hotel,37,0.0,BEL,short
Resort Hotel,236,0.0,IRL,long
Resort Hotel,2,0.0,PRT,short
City Hotel,122,0.0,FRA,long
Resort Hotel,180,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
City Hotel,162,0.0,BEL,long
Resort Hotel,28,0.0,PRT,short
Resort Hotel,128,0.0,PRT,long
City Hotel,0,0.0,DEU,short
City Hotel,113,0.0,PRT,long
City Hotel,168,0.0,AUT,long
Resort Hotel,177,0.0,IRL,long
City Hotel,5,0.0,CN,short
City Hotel,282,0.0,FRA,long
City Hotel,170,0.0,GBR,long
Resort Hotel,125,0.0,GBR,long
Resort Hotel,179,0.0,FRA,long
Resort Hotel,160,0.0,FRA,long
City Hotel,61,0.0,BEL,long
City Hotel,4,0.0,PRT,short
City Hotel,6,0.0,PRT,short
City Hotel,351,0.0,PRT,long
City Hotel,2,0.0,SWE,short
City Hotel,235,0.0,FRA,long
City Hotel,105,0.0,PRT,long
City Hotel,7,0.0,AGO,short
City Hotel,12,0.0,ESP,short
City Hotel,220,0.0,ITA,long
City Hotel,36,0.0,PRT,short
City Hotel,56,0.0,AUT,long
Resort Hotel,0,0.0,CHE,short
City Hotel,99,0.0,ITA,long
City Hotel,156,0.0,PRT,long
Resort Hotel,93,0.0,ESP,long
City Hotel,17,0.0,FRA,short
City Hotel,1,0.0,PRT,short
City Hotel,8,0.0,DEU,short
City Hotel,329,0.0,PRT,long
City Hotel,163,0.0,USA,long
Resort Hotel,24,1.0,PRT,short
City Hotel,26,0.0,CN,short
City Hotel,278,0.0,PRT,long
Resort Hotel,3,0.0,CHN,short
City Hotel,11,0.0,NLD,short
City Hotel,5,0.0,ESP,short
City Hotel,100,0.0,ESP,long
City Hotel,34,0.0,SWE,short
City Hotel,59,0.0,PRT,long
City Hotel,7,0.0,ISR,short
City Hotel,123,0.0,PRT,long
Resort Hotel,26,0.0,PRT,short
Resort Hotel,2,1.0,CHE,short
City Hotel,216,0.0,ITA,long
City Hotel,192,0.0,DNK,long
City Hotel,15,0.0,ESP,short
City Hotel,24,0.0,PRT,short
City Hotel,77,0.0,PRT,long
Resort Hotel,96,0.0,GBR,long
City Hotel,94,0.0,GBR,long
City Hotel,21,0.0,KOR,short
City Hotel,49,0.0,FRA,short
Resort Hotel,51,0.0,LTU,long
Resort Hotel,40,0.0,DEU,short
City Hotel,8,0.0,PRT,short
City Hotel,2,0.0,DEU,short
City Hotel,32,0.0,RUS,short
City Hotel,129,0.0,PRT,long
City Hotel,152,0.0,ESP,long
Resort Hotel,18,0.0,PRT,short
Resort Hotel,4,0.0,PRT,short
City Hotel,5,0.0,FRA,short
City Hotel,26,0.0,PRT,short
City Hotel,14,0.0,FRA,short
City Hotel,200,0.0,PRT,long
Resort Hotel,72,2.0,GBR,long
City Hotel,146,1.0,BEL,long
City Hotel,41,0.0,IDN,short
City Hotel,53,0.0,PRT,long
Resort Hotel,46,0.0,ESP,short
City Hotel,46,1.0,PRT,short
Resort Hotel,0,0.0,PRT,short
City Hotel,134,0.0,CHE,long
City Hotel,24,0.0,PRT,short
City Hotel,162,0.0,PRT,long
Resort Hotel,3,0.0,PRT,short
